outcome_name,model_name,target_fraction,selected_population_fraction,selected_rows,treatment_rows,control_rows,treatment_rate,control_rate,cumulative_uplift,cumulative_gain,uplift_ci_lower,uplift_ci_upper,random_gain,gain_above_random,endpoint_gain
visit,segment_uplift,0.25,0.25000026826442573,698938.0,598932.0,100006.0,0.09679229027669252,0.06377617342959423,0.03301611684709829,23076.218676877186,0.03132665786979886,0.034705575824397726,7223.329379510291,15852.889297366895,28893.317518041164
visit,segment_uplift,0.3,0.3000001073057703,838725.0,717768.0,120957.0,0.08646665775013654,0.05787180568301132,0.02859485206712522,23983.2172999996,0.027127088426580293,0.030062615707670146,8667.995255412348,15315.222044587252,28893.317518041164
visit,segment_uplift,0.35,0.35000030403301585,978513.0,836434.0,142079.0,0.07909888885435074,0.053413945762568714,0.02568494309178202,25133.050719568902,0.02438049710297579,0.026989389080588254,10112.661131314406,15020.389588254497,28893.317518041164
visit,segment_uplift,0.4,0.4000001430743604,1118300.0,955014.0,163286.0,0.07232145287922481,0.04923875898729836,0.02308269389192645,25813.37657934135,0.021911703310234176,0.024253684473618725,11557.327007216467,14256.049572124884,28893.317518041164
visit,segment_uplift,0.45,0.4500003398016059,1258088.0,1073620.0,184468.0,0.06689983420577113,0.045953769759524685,0.020946064446246443,26351.992327049295,0.019880069139133233,0.022012059753359653,13001.992883118524,13349.99944393077,28893.317518041164
visit,segment_uplift,0.5,0.5000001788429504,1397875.0,1192154.0,205721.0,0.06338358970401475,0.04405481209988285,0.019328777604131903,27019.214993375885,0.018339992902751633,0.020317562305512172,14446.658759020582,12572.556234355303,28893.317518041164
visit,segment_uplift,0.55,0.5500000178842951,1537662.0,1310418.0,227244.0,0.06248845788137831,0.04482406576191231,0.017664392119466,27161.86451520233,0.016718081974450877,0.018610702264481124,15891.324634922641,11270.53988027969,28893.317518041164
visit,segment_uplift,0.6,0.6000002146115406,1677450.0,1428742.0,248708.0,0.06163954023889547,0.04535037071585956,0.016289169523035912,27324.26741641659,0.015381306849894144,0.01719703219617768,17335.990510824697,9988.276905591894,28893.317518041164
visit,segment_uplift,0.65,0.6500000536528852,1817237.0,1546717.0,270520.0,0.06108680514922898,0.046000295726748484,0.015086509422480493,27415.763123380184,0.014211513795062074,0.015961505049898912,18780.656386726758,8635.106736653426,28893.317518041164
visit,segment_uplift,0.7,0.7000002503801307,1957025.0,1665035.0,291990.0,0.060490019729314996,0.046559813692249735,0.013930206037065261,27261.761469687644,0.01308454438370077,0.014775867690429751,20225.32226262881,7036.439207058833,28893.317518041164
visit,segment_uplift,0.75,0.7500000894214752,2096812.0,1783241.0,313571.0,0.060006471363096746,0.04687933514259928,0.013127136220497465,27525.13675277373,0.012309279229687229,0.013944993211307702,21669.988138530873,5855.1486142428585,28893.317518041164
visit,segment_uplift,0.8,0.8000002861487208,2236600.0,1901708.0,334892.0,0.0573999793869511,0.04490104272422154,0.012498936662729561,27955.121739860937,0.01172355627229648,0.013274317053162642,23114.654014432934,4840.467725428003,28893.317518041164
